GrPetYear,pe,shr,rvn,opInm,eps,tAssts,tEqu,bvps,ROtA,5meanROtA,cur,old
0430.HK,0.0,-100.0,1.4,-9.14,-100.0,10.65,10.41,10.41,0.65,-2.62,HKD,2013
0431.HK,-2.54,14.98,22.31,29.3,16.06,10.77,0.0,0.0,-45.99,-17.23,HKD,2013
0432.HK,-0.81,-3.03,-9.82,0.0,0.0,4.05,-9.11,-9.39,0.0,-3.96,HKD,2012
0433.HK,0.0,-100.0,26.29,3.24,-100.0,-9.38,0.0,0.0,-12.28,-28.52,HKD,2013
0434.HK,5.76,1.15,-6.41,-2.74,-15.4,2.68,2.04,2.02,7.22,5.49,CNY,2013
0435.HK,46.41,0.45,2.73,-19.02,-27.16,2.52,3.26,3.24,0.54,4.73,HKD,2013
043650.KS,0.0,-0.93,-3.11,4.87,0.0,1.7,2.27,2.3,-1.82,0.38,KRW,2013
0436.HK,0.0,-100.0,13.35,-10.96,-100.0,6.84,6.41,6.41,0.33,4.6,HKD,2013
0438.HK,14.03,5.21,0.9,0.0,0.0,-5.86,0.0,0.0,1.44,2.15,CNY,2013
0439.HK,-10.71,20.96,-4.72,0.0,0.0,24.86,27.53,22.76,-4.41,-15.5,HKD,2013
0440.HK,3.89,0.36,3.14,2.44,0.27,4.08,6.53,6.51,0.61,0.74,HKD,2013
0442.HK,-2.97,-100.0,-19.76,0.0,-100.0,-20.09,-7.21,-7.21,-54.48,-18.76,HKD,2014
044380.KS,-7.78,10.75,1.14,13.75,6.66,5.74,5.28,4.77,-10.82,-6.44,KRW,2013
044450.KS,4.72,-0.3,15.83,15.47,6.56,19.3,10.88,10.91,2.74,2.41,KRW,2013
0444.HK,-1.23,-100.0,-18.91,0.0,-100.0,-0.89,-5.89,-5.89,-16.07,-9.81,HKD,2014
044820.KS,-3.48,9.78,5.57,-14.75,0.0,13.15,13.69,12.47,-2.21,0.14,KRW,2013
0449.HK,-0.7,3.06,4.81,0.0,0.0,6.69,-0.6,-0.58,0.0,-5.01,CNY,2009
0450.HK,0.0,-100.0,-0.24,-12.46,-100.0,0.48,1.16,1.16,1.71,-0.32,HKD,2013
0451.HK,-0.43,-39.28,-2.25,0.0,111.19,28.51,28.22,46.47,-10.59,-0.84,CNY,2013
045510.KS,0.0,2.63,3.88,-0.05,0.0,6.43,10.58,10.31,1.25,3.64,KRW,2013
0455.HK,-21.33,1.56,12.25,0.0,0.0,2.71,-0.27,-0.26,-2.09,0.35,HKD,2013
0456.HK,-2.13,5.65,14.93,0.0,0.0,11.07,2.94,2.78,-6.54,-0.51,HKD,2013
0458.HK,0.0,-100.0,0.4,8.33,-100.0,1.31,-3.88,-3.88,1.31,-3.92,HKD,2013
0459.HK,0.0,-100.0,-2.45,-23.69,-100.0,9.1,6.09,6.09,-0.2,1.83,HKD,2013
0460.HK,0.0,-100.0,-8.25,0.0,-100.0,2.17,-5.5,-5.5,-20.15,4.64,CNY,2013
0462.HK,0.0,-100.0,-13.67,5.57,-100.0,28.92,43.03,43.03,0.0,0.0,HKD,2006
0464.HK,-8.25,0.17,-9.57,0.0,0.0,-12.26,-17.06,-17.03,-6.69,-10.39,HKD,2013
0465.HK,0.0,-100.0,-23.22,0.0,-100.0,-15.93,-3.14,-3.14,-17.4,-1.63,CNY,2013
0467.HK,0.0,-100.0,9.41,10.63,-100.0,5.62,7.96,7.96,11.26,10.7,HKD,2013
0468.HK,0.0,-100.0,6.9,-6.51,-100.0,5.02,2.51,2.51,4.37,10.1,CNY,2013
047040.KS,3.82,0.0,1.92,0.0,0.0,1.07,4.06,4.06,4.55,3.52,KRW,2013
047050.KS,9.13,0.89,9.27,21.29,16.45,4.71,6.67,6.61,5.66,2.62,KRW,2013
0471.HK,-2.18,84.41,31.77,31.83,-11.31,13.35,19.56,10.61,-41.71,-4.81,USD,2013
0472.HK,0.0,-100.0,1.04,-2.85,-100.0,8.64,11.25,11.25,-8.63,-0.23,HKD,2013
047400.KS,-92.1,0.0,2.84,-5.39,0.0,3.93,-0.87,-0.87,-0.11,-3.63,KRW,2013
0474.HK,0.0,-100.0,25.53,14.49,-100.0,9.3,-5.4,-5.4,-9.13,-7.91,HKD,2014
0475.HK,-10.57,4.6,15.53,-23.33,-7.07,21.2,6.26,5.98,-8.46,-19.03,HKD,2014
0476.HK,-0.68,22.83,-17.16,14.95,12.14,23.85,25.65,20.88,-20.72,-12.75,HKD,2013
047810.KS,47.8,0.0,3.66,1.44,3.09,16.44,4.49,4.49,1.69,1.92,KRW,2013
0479.HK,-0.76,34.12,-5.26,0.0,34.87,9.61,0.0,0.0,0.0,-71.61,HKD,2010
0480.HK,0.0,0.0,-16.8,14.01,-100.0,5.73,-35.26,-35.26,2.28,5.34,HKD,2014
0482.HK,0.0,-100.0,-6.75,-21.54,-100.0,-6.43,0.0,0.0,-9.42,-22.72,HKD,2013
0483.HK,4.08,0.18,-19.77,-13.73,-10.31,-14.56,-14.86,-14.83,53.29,8.99,HKD,2014
0484.HK,0.0,-100.0,-22.88,0.0,-100.0,-8.38,-8.19,-8.19,-2.85,-23.2,CNY,2013
0485.HK,-0.52,23.82,-26.22,-12.66,-30.32,-5.89,-4.11,-3.32,-5.51,-6.12,HKD,2014
0486.HK,3.58,0.0,4.07,42.24,0.0,2.07,7.26,7.26,8.14,11.32,USD,2013
0487.HK,-1.12,1.07,-25.3,0.0,0.0,0.65,-3.43,-3.39,-37.7,-0.28,HKD,2013
0488.HK,-0.59,7.27,20.32,0.0,0.0,13.2,6.17,5.75,-2.89,5.07,HKD,2013
0489.HK,2.9,0.0,10.65,-2.63,-0.28,12.32,10.56,10.56,3.22,5.06,CNY,2013
049070.KS,0.0,-0.58,0.63,14.47,11.91,5.98,6.19,6.23,11.57,5.93,KRW,2013
0493.HK,-0.5,4.31,-0.33,23.23,16.52,9.29,4.02,3.86,0.0,-10.57,CNY,2012
0495.HK,-0.91,3.7,-17.51,0.0,0.0,-3.68,0.0,0.0,-10.12,-2.57,HKD,2013
0496.HK,5.35,2.77,-14.24,-25.83,-12.33,-4.88,1.35,1.32,1.17,4.74,CNY,2013
049770.KS,5.21,44.72,10.13,9.14,-23.34,9.51,8.43,5.82,4.56,4.33,KRW,2013
0497.HK,0.0,-100.0,-12.14,0.27,-100.0,9.93,7.05,7.05,3.95,3.45,HKD,2014
049800.KS,3.81,0.0,2.91,9.14,13.88,2.66,2.38,2.38,7.68,-1.47,KRW,2013
0498.HK,0.0,-100.0,-24.77,18.53,-100.0,-15.73,-14.44,-14.44,-15.55,-0.16,HKD,2014
0499.HK,0.0,-100.0,25.22,36.18,-100.0,17.9,3.46,3.46,-6.34,0.07,HKD,2013
0500.HK,-22.78,8.35,45.82,0.0,-24.47,2.34,-6.42,-5.92,-3.34,-17.91,HKD,2013
0503.HK,0.0,-100.0,-4.05,-0.75,-100.0,-0.5,1.09,1.09,5.51,5.78,USD,2013
0505.HK,4.11,2.73,6.29,16.9,42.35,8.69,11.61,11.3,5.19,2.74,CNY,2013
0506.HK,6.8,-0.03,-2.51,8.2,9.35,-0.78,-0.67,-0.67,0.0,6.81,CNY,2012
0508.HK,-5.3,13.36,9.76,0.0,0.93,36.14,25.55,22.54,-2.29,-6.48,HKD,2013
0509.HK,0.0,-100.0,-11.77,0.0,-100.0,4.88,-3.92,-3.92,-27.67,-1.94,HKD,2013
0510.HK,-1.08,3.37,-10.91,-0.66,0.0,-7.23,-5.04,-4.88,-7.9,-9.39,HKD,2013
0511.HK,-2.42,0.0,-4.99,0.0,0.0,-4.13,-9.17,-9.17,-13.21,-3.88,HKD,2013
0512.HK,4.36,0.59,15.29,32.76,31.41,19.31,36.2,35.99,10.42,7.93,HKD,2013
0513.HK,5.42,-0.15,-4.9,0.62,-11.56,3.82,2.43,2.43,1.01,6.45,HKD,2013
0515.HK,-1.58,17.73,-10.07,-21.2,-31.88,-4.72,-16.23,-13.79,-6.3,-19.6,HKD,2013
051600.KS,11.46,0.0,2.69,-3.74,-4.53,7.12,7.73,7.73,6.45,10.74,KRW,2013
051630.KS,-48.82,1.25,-9.33,0.0,0.0,0.06,2.71,2.67,-2.5,-1.77,KRW,2013
0517.HK,11.06,-0.35,-9.05,2.97,4.11,-0.26,0.48,0.48,3.81,3.26,HKD,2013
0518.HK,-4.22,2.8,-9.72,-9.86,4.45,-4.37,-1.35,-1.31,-4.3,-3.03,HKD,2013
051900.KS,33.34,1.5,5.8,4.07,-4.48,8.74,15.96,15.72,4.55,16.34,KRW,2013
051905.KS,13.6,1.5,5.8,4.07,-4.48,8.74,15.96,15.72,4.55,16.34,KRW,2013
051910.KS,26.95,1.88,9.38,6.2,3.6,16.31,11.72,11.51,2.83,4.55,KRW,2013
051915.KS,15.1,1.88,9.38,6.2,3.6,16.31,11.72,11.51,2.83,4.55,KRW,2013
0519.HK,-1.4,10.05,120.59,0.0,46.43,10.45,8.47,7.7,-11.34,-2.89,HKD,2013
052020.KS,0.0,11.91,-3.7,13.17,-4.76,9.25,18.73,16.74,-31.09,-30.97,KRW,2013
0520.HK,-11.08,0.02,10.71,0.0,0.0,19.9,11.73,11.72,-7.69,7.85,CNY,2013
0521.HK,2.36,19.23,77.98,0.0,0.0,28.84,17.32,14.53,0.0,-1.38,HKD,2012
0522.HK,15.35,0.37,6.66,20.09,18.31,9.73,9.28,9.25,11.49,10.7,HKD,2013
0524.HK,0.0,-100.0,1.77,-4.6,-100.0,-12.17,-11.21,-11.21,-23.02,-34.89,HKD,2013
0525.HK,-17.04,0.0,3.3,0.0,0.0,1.45,0.52,0.52,0.0,1.4,CNY,2012
052690.KS,91.95,12.18,-4.37,-1.68,-16.84,0.79,3.99,3.56,2.27,2.25,KRW,2013
0526.HK,-0.87,13.98,24.37,0.0,15.69,28.4,0.0,0.0,-7.69,-19.38,CNY,2013
0527.HK,0.0,-100.0,-7.32,-27.04,-100.0,-4.83,0.0,0.0,-8.1,-4.27,CNY,2013
0528.HK,4.22,-0.26,11.45,8.76,6.83,9.21,5.21,5.23,6.06,4.43,CNY,2013
0529.HK,4.51,0.02,21.13,1.57,-8.84,11.44,4.57,4.57,1.27,2.26,HKD,2013
0530.HK,-0.74,8.59,10.3,0.0,0.0,13.42,14.91,13.73,0.0,1.58,HKD,2012
0531.HK,6.83,0.01,4.33,1.75,-0.43,-1.17,-5.43,-5.42,2.58,1.23,USD,2013
053210.KS,33.89,-0.05,5.79,-7.46,-12.27,7.94,8.43,8.43,2.57,6.45,KRW,2013
0532.HK,0.0,-100.0,-2.46,5.82,-100.0,0.97,2.22,2.22,3.06,2.47,HKD,2013
0533.HK,7.56,-0.0,-3.08,-12.41,-10.17,2.46,2.9,2.9,2.84,6.04,HKD,2013
0535.HK,0.0,-100.0,52.78,17.5,-100.0,24.2,19.26,19.26,2.69,4.67,CNY,2013
053690.KS,11.42,4.18,8.31,15.62,11.64,11.39,14.0,13.44,6.92,5.14,KRW,2013
0536.HK,13.36,0.09,1.32,8.48,-4.51,-1.51,-0.26,-0.26,10.01,14.93,HKD,2013
0538.HK,-5.95,0.03,-6.15,0.0,0.0,2.28,1.33,1.33,-4.08,7.91,CNY,2013
0539.HK,0.0,0.01,1.34,-5.96,-2.32,7.46,6.42,6.42,0.0,2.37,HKD,2011
0540.HK,0.0,-100.0,-7.96,0.0,-100.0,-6.69,-9.54,-9.54,-10.77,-2.23,HKD,2013
054210.KS,0.0,5.44,4.8,12.9,11.54,3.83,9.67,9.17,9.1,-0.14,KRW,2013
0542.HK,0.0,-100.0,92.57,0.0,-100.0,20.1,-16.9,-16.9,7.97,-7.2,HKD,2013
054300.KS,0.0,21.5,11.53,0.0,-36.3,16.37,27.48,22.62,-0.54,-2.0,KRW,2013
0543.HK,-104.5,0.19,-0.46,-29.25,0.0,1.1,-0.58,-0.57,-0.58,8.18,CNY,2013
0544.HK,0.0,-100.0,3.91,0.0,-100.0,-3.05,-28.0,-28.0,1.8,-11.41,HKD,2013
054540.KS,0.0,-0.98,-1.43,0.0,0.0,-4.83,-2.01,-2.03,-8.66,0.12,KRW,2013
0546.HK,2.44,1.01,10.3,21.28,22.21,8.54,13.86,13.72,15.13,8.75,CNY,2013
0547.HK,0.0,-100.0,8.31,2.65,-100.0,2.36,6.23,6.23,-42.42,-70.2,HKD,2013
0548.HK,7.71,1.09,12.38,10.84,10.94,13.11,7.39,7.31,4.78,14.95,CNY,2013
0550.HK,-15.09,3.38,-31.9,0.0,0.0,-18.24,-12.4,-11.99,-4.26,-23.45,HKD,2013
0551.HK,0.0,-100.0,1.89,-0.09,-100.0,1.42,-0.39,-0.39,3.87,3.16,USD,2013
0552.HK,6.78,0.0,8.34,3.7,4.85,9.62,7.1,7.1,3.07,3.47,CNY,2013
0553.HK,41.09,1.71,5.9,0.0,-10.15,3.95,1.41,1.39,1.42,2.27,CNY,2013
055490.KS,15.89,7.69,6.74,12.15,3.91,7.34,6.95,6.46,13.8,8.43,KRW,2013
0554.HK,0.0,-100.0,13.61,0.0,-100.0,0.85,17.17,17.17,0.08,-3.91,HKD,2013
055550.KS,3.77,0.77,6.9,20.29,9.57,9.0,6.47,6.42,0.69,0.67,KRW,2013
0555.HK,0.0,3.7,-11.21,0.0,0.0,7.35,5.72,5.52,0.0,0.0,HKD,2008
0556.HK,0.0,-100.0,-13.73,0.0,-100.0,-2.17,-0.47,-0.47,-0.07,-1.38,CNY,2013
0557.HK,0.0,-100.0,-6.87,53.5,-100.0,-7.63,-9.83,-9.83,-14.62,-16.56,HKD,2013
0558.HK,19.5,0.55,9.28,34.22,23.98,7.83,9.15,9.09,8.45,4.83,HKD,2014
0559.HK,-1.39,18.82,-22.58,9.53,-9.7,-8.23,-2.18,-1.84,-18.9,-12.51,HKD,2013
056080.KS,0.0,7.75,7.45,0.0,0.0,6.0,12.41,11.52,8.05,-4.39,KRW,2013
0560.HK,0.0,-100.0,6.69,-5.57,-100.0,2.95,4.74,4.74,2.34,4.56,HKD,2013
0563.HK,7.17,-0.01,1.35,13.15,0.0,0.81,1.6,1.6,0.53,1.79,HKD,2013
0564.HK,4.33,0.79,16.58,12.26,11.83,14.96,7.0,6.95,5.94,3.95,CNY,2013
0565.HK,-5.19,2.89,-20.35,0.0,0.0,6.11,-0.36,-0.35,-3.38,1.06,HKD,2013
056730.KS,0.0,58.06,8.59,0.0,0.0,3.46,8.51,5.38,3.26,-28.52,KRW,2013
0567.HK,0.0,-100.0,-11.22,-1.31,-100.0,-15.1,-11.14,-11.14,-15.94,-15.41,HKD,2014
0568.HK,-4.28,0.04,2.21,24.42,10.94,-3.93,-10.7,-10.7,-12.19,-1.62,CNY,2013
057050.KS,9.46,-0.52,11.33,-2.94,-12.26,7.68,6.04,6.07,2.15,5.8,KRW,2013
0570.HK,21.78,10.5,29.52,16.33,4.99,24.2,24.73,22.38,2.91,6.73,CNY,2013
0571.HK,-1.11,2.05,-12.03,0.0,0.0,-21.18,-21.27,-20.85,-12.01,-3.7,HKD,2013
0572.HK,-5.13,36.79,84.59,12.56,-41.16,60.59,0.0,0.0,-1.17,-3.42,HKD,2013
0573.HK,-5.92,-0.11,-6.32,0.0,0.0,-1.53,-3.72,-3.72,-6.13,2.65,HKD,2013
0574.HK,-1.53,-100.0,-20.89,0.0,-100.0,-0.84,0.0,0.0,0.0,-16.14,CNY,2012
0575.HK,0.0,-100.0,-38.22,0.0,-100.0,-9.19,-29.31,-29.31,-1392.47,-625.87,USD,2013
0576.HK,4.34,0.68,7.38,10.14,12.22,21.59,5.15,5.12,3.24,4.49,CNY,2013
0577.HK,-0.02,59.23,10.79,0.0,0.0,13.52,0.0,0.0,0.0,-18.89,HKD,2011
0578.HK,-0.46,8.1,-7.1,0.0,0.0,-15.38,0.0,0.0,0.0,-8.82,HKD,2010
0579.HK,4.48,3.2,13.81,10.9,7.67,9.62,12.82,12.43,3.54,3.78,CNY,2013
0580.HK,105.43,2.06,2.42,-10.59,-8.12,6.31,9.15,8.97,0.99,6.23,CNY,2013
0581.HK,4.63,2.53,4.57,4.1,24.78,8.14,10.5,10.24,1.75,11.7,CNY,2013
0582.HK,0.0,-100.0,25.38,18.25,-100.0,22.9,29.94,29.94,-2.19,-6.79,HKD,2013
0583.HK,0.0,-100.0,-22.11,12.3,-100.0,10.91,2.02,2.02,3.54,6.08,HKD,2013
058430.KS,54.36,0.0,4.33,34.53,0.0,2.31,8.11,8.11,4.12,3.87,KRW,2013
0585.HK,-19.07,12.9,-100.0,0.0,0.0,0.5,-2.06,-1.83,-1.51,-9.05,HKD,2013
058630.KS,0.0,4.13,9.74,0.0,0.0,8.15,31.42,30.17,19.74,12.08,KRW,2013
058650.KS,2.8,-0.03,7.02,-0.05,0.0,4.7,4.48,4.48,2.1,0.39,KRW,2013
0586.HK,0.0,-100.0,19.48,10.06,-100.0,18.81,14.95,14.95,6.97,16.67,CNY,2013
058730.KS,26.93,6.48,14.92,2.71,-16.49,13.84,7.82,7.35,0.66,5.08,KRW,2013
058850.KS,7.93,0.99,11.19,3.49,2.47,9.75,4.55,4.51,4.19,3.35,KRW,2013
058860.KS,7.05,0.79,3.66,1.46,0.78,9.06,4.58,4.55,4.09,3.79,KRW,2013
0588.HK,-1.53,-0.14,10.01,-6.52,0.0,8.57,2.05,2.05,-2.46,0.79,CNY,2013
0589.HK,0.0,-100.0,22.3,0.0,-100.0,31.88,55.15,55.15,-13.07,4.37,CNY,2016
059090.KS,0.0,3.72,14.4,0.0,-0.97,18.16,15.19,14.65,-4.34,3.5,KRW,2013
0590.HK,8.6,-0.04,-5.12,-3.81,-4.03,5.04,5.27,5.27,8.72,9.88,HKD,2014
0591.HK,-44.62,0.0,-13.62,0.0,0.0,-2.88,-2.86,-2.86,-1.97,-2.8,CNY,2013
0592.HK,0.0,-100.0,-14.97,0.0,-100.0,-7.96,-18.14,-18.14,-25.74,-12.08,HKD,2013
0593.HK,-0.31,2.13,-17.56,0.0,0.0,11.78,0.0,0.0,-11.87,-3.45,HKD,2013
0595.HK,0.0,-100.0,-14.66,0.0,-100.0,3.07,10.21,10.21,12.17,10.2,HKD,2014
0596.HK,26.17,3.3,20.5,0.0,0.0,6.93,-0.59,-0.57,2.48,5.88,HKD,2013
0598.HK,4.62,6.28,9.58,12.1,8.23,11.22,13.76,12.95,5.88,5.03,CNY,2013
0599.HK,7.87,0.58,-0.27,3.84,4.45,4.3,4.87,4.85,1.71,4.29,HKD,2014
0600.HK,-2.0,-100.0,3.26,4.76,-100.0,-6.53,-8.89,-8.89,0.0,-5.65,HKD,2012
060150.KS,0.0,3.74,14.8,76.88,29.79,8.45,11.04,10.64,4.37,5.23,KRW,2013
0601.HK,0.0,-100.0,0.02,9.18,-100.0,17.7,14.18,14.18,0.08,4.82,HKD,2013
0602.HK,-0.45,0.0,-9.77,0.0,0.0,-0.12,-13.82,-13.82,-12.12,-2.56,CNY,2013
060370.KS,0.0,0.0,-7.05,0.0,0.0,0.42,2.71,2.71,-10.09,-3.13,KRW,2013
060380.KS,0.0,-0.26,0.4,8.78,8.78,2.03,4.74,4.75,3.49,1.97,KRW,2013
0603.HK,0.84,-1.23,11.69,4.94,6.11,7.31,3.83,3.88,6.57,4.95,HKD,2013
0604.HK,5.97,7.41,13.9,3.42,-9.94,8.74,6.49,6.04,1.28,2.31,HKD,2013
0605.HK,0.0,-100.0,-8.29,0.0,-100.0,-0.87,-10.25,-10.25,-2.13,-1.65,HKD,2013
0606.HK,0.0,-100.0,31.41,54.8,-100.0,24.24,73.99,73.99,6.54,7.98,CNY,2018
0607.HK,0.0,-100.0,43.17,28.04,-100.0,49.67,0.0,0.0,0.5,-5.32,CNY,2013
0608.HK,0.0,-100.0,2.53,-0.88,-100.0,0.19,2.01,2.01,2.64,2.06,HKD,2013
060980.KS,123.53,1.66,-15.2,-13.39,-37.28,-8.51,-5.39,-5.3,0.14,1.42,KRW,2013
0609.HK,1.54,0.27,12.75,18.93,18.45,11.57,11.16,11.13,29.51,2.6,CNY,2013
0610.HK,6.85,0.0,19.48,1.27,-9.86,10.72,7.51,7.51,1.02,7.87,HKD,2013
0611.HK,0.0,-100.0,16.13,12.91,-100.0,31.88,15.59,15.59,0.98,1.72,HKD,2013
0612.HK,0.0,-100.0,0.0,35.9,-100.0,22.97,21.69,21.69,-28.8,2.87,HKD,2013
0613.HK,-369.88,0.16,-13.05,0.0,0.0,-1.34,-3.9,-3.9,-0.06,4.19,HKD,2013
0616.HK,0.1,309.69,-12.9,35.18,-63.61,19.21,15.92,3.89,2.39,0.33,HKD,2013
0617.HK,0.0,-100.0,1.18,-8.13,-100.0,1.99,1.17,1.17,-0.91,0.0,HKD,2013
0618.HK,0.88,22.85,10.01,80.22,0.0,31.41,21.27,17.31,7.64,0.65,CNY,2013
0619.HK,0.0,-100.0,-4.65,0.0,-100.0,-2.95,-4.47,-4.47,-12.37,-9.77,HKD,2013
0620.HK,0.0,-100.0,36.67,0.0,-100.0,24.6,26.33,26.33,5.5,-10.42,HKD,2013
0621.HK,7.95,5.59,-100.0,-2.39,0.0,-5.7,-7.3,-6.91,1.91,-8.16,HKD,2013
0622.HK,-16.2,16.52,1.57,0.0,0.0,4.14,3.59,3.08,-1.41,-3.08,HKD,2013
0623.HK,9.93,-2.51,-9.5,-19.16,-19.86,-3.5,1.01,1.03,2.27,3.48,CNY,2013
0626.HK,6.95,0.0,-1.35,-0.48,-1.38,0.21,2.82,2.82,0.84,1.12,HKD,2013
0628.HK,-78.98,32.44,17.77,11.0,0.0,28.53,25.5,19.25,-0.28,-0.58,CNY,2013
0629.HK,2.69,2.75,-6.68,0.0,0.0,-5.52,-6.16,-6.0,3.37,-1.65,CNY,2013
0630.HK,0.0,-100.0,-2.76,-12.86,-100.0,15.71,0.0,0.0,-114.84,-23.9,HKD,2013
063160.KS,-7.0,0.05,5.03,0.0,0.0,6.62,1.98,1.98,-5.41,2.6,KRW,2013
0631.HK,19.77,1.96,19.09,19.23,17.94,12.4,6.37,6.25,6.99,5.67,CNY,2013
0632.HK,0.0,-100.0,-1.54,0.0,-100.0,-15.82,-15.19,-15.19,-0.54,-74.4,HKD,2013
0633.HK,-1.05,6.52,27.23,-9.74,0.0,13.82,0.0,0.0,0.0,-11.24,CNY,2011
0635.HK,-6.4,-1.34,-10.12,-20.87,0.0,0.42,0.69,0.7,-3.13,3.38,HKD,2013
0636.HK,0.0,-100.0,17.71,9.17,-100.0,6.52,3.58,3.58,9.07,7.06,HKD,2013
0637.HK,-3.44,0.0,-1.05,16.9,39.44,-4.42,-2.74,-2.74,1.02,1.03,HKD,2014
0638.HK,3.36,0.53,3.08,8.85,3.75,5.98,4.73,4.7,1.97,4.63,HKD,2013
0639.HK,0.0,-100.0,7.55,10.98,-100.0,-1.5,-1.9,-1.9,12.26,6.74,HKD,2013
0640.HK,4.0,0.55,7.43,11.03,12.18,6.94,6.73,6.69,14.57,8.71,HKD,2013
0641.HK,0.0,-100.0,-4.47,0.0,-100.0,1.73,1.77,1.77,-5.3,2.42,HKD,2013
064290.KS,0.0,3.13,25.49,0.0,0.0,12.16,12.62,12.23,14.19,-6.57,KRW,2013
064350.KS,20.59,3.84,-0.47,-1.85,1.89,1.35,-1.32,-1.27,4.17,-4.94,KRW,2013
0643.HK,0.0,-100.0,14.65,-22.47,-100.0,0.99,-4.36,-4.36,-3.05,-15.35,HKD,2013
064550.KS,0.0,7.36,27.87,0.0,0.0,17.51,25.97,24.19,4.11,-4.84,KRW,2013
0645.HK,0.0,-100.0,-7.78,-8.11,-100.0,-4.63,-10.71,-10.71,-10.2,-5.11,USD,2014
0646.HK,0.0,-100.0,-4.16,0.0,-100.0,-22.84,0.0,0.0,-73.51,-201.14,HKD,2013
064760.KS,0.0,0.0,27.83,49.15,54.14,21.37,20.48,20.48,19.65,21.15,KRW,2013
064960.KS,7.67,-0.16,0.94,8.9,11.19,0.18,5.92,5.93,7.2,5.57,KRW,2013
0650.HK,0.0,-100.0,18.69,36.33,-100.0,18.26,85.82,85.82,-16.18,-4.62,HKD,2014
0651.HK,-0.12,17.67,-26.61,-1.15,-13.19,-16.94,30.4,25.84,0.0,-69.9,HKD,2012
065350.KS,0.0,3.91,10.79,15.82,11.27,9.34,5.58,5.37,3.88,2.14,KRW,2013
0653.HK,1.74,0.23,-26.7,0.0,-5.87,-7.46,-9.94,-9.91,33.09,-4.7,HKD,2013
0655.HK,1.78,0.32,-3.96,0.0,-6.75,-2.99,0.43,0.43,4.36,2.88,HKD,2011
065680.KS,0.0,-1.89,-1.89,0.34,0.6,3.65,3.45,3.52,4.28,2.19,KRW,2013
0656.HK,9.03,2.77,14.71,11.6,-8.29,18.18,13.26,12.9,0.61,2.08,CNY,2013
0657.HK,0.0,-100.0,-7.1,2.92,-100.0,-14.41,-22.28,-22.28,-30.57,-19.08,HKD,2014
0658.HK,0.0,-100.0,13.89,10.35,-100.0,6.83,2.33,2.33,1.57,1.59,CNY,2013
0659.HK,16.06,0.86,7.5,3.84,-10.48,9.26,3.3,3.28,1.74,6.47,HKD,2013
0660.HK,170.08,0.79,5.11,-10.13,0.0,-3.2,0.0,0.0,0.0,-35.64,HKD,2011
0661.HK,0.0,-100.0,-2.83,0.0,-100.0,3.0,-1.56,-1.56,-0.03,0.14,CNY,2013
0662.HK,16.43,-0.92,3.41,-2.4,-2.75,6.02,5.94,5.99,1.28,2.18,HKD,2013
066310.KS,0.0,0.21,-1.34,-0.3,7.07,5.39,5.96,5.95,8.32,0.83,KRW,2013
0663.HK,0.0,-100.0,-0.19,0.0,-100.0,-19.64,14.57,14.57,39.89,-27.22,HKD,2013
066570.KS,23.41,-0.0,4.1,8.56,32.53,5.01,5.49,5.49,3.81,3.16,KRW,2013
066575.KS,10.08,1.13,4.1,8.56,31.05,5.01,5.49,5.43,3.81,3.16,KRW,2013
0665.HK,0.0,-100.0,0.0,0.0,-100.0,13.09,17.3,17.3,-7.38,-0.07,HKD,2013
066670.KS,0.0,-1.26,-20.35,-11.67,-13.57,-6.03,3.65,3.7,3.97,2.29,KRW,2013
0666.HK,0.0,0.02,20.82,0.0,0.0,1.91,1.84,1.84,0.0,-4.54,HKD,2011
0667.HK,16.71,0.13,8.54,0.1,-6.84,23.67,32.25,32.21,3.87,10.39,CNY,2016
0668.HK,3.01,0.0,10.31,0.0,0.0,-2.06,2.28,2.28,0.0,2.44,HKD,2012
0669.HK,2.39,-0.01,13.32,16.39,17.33,14.26,12.91,12.91,9.29,10.25,USD,2013
0670.HK,-2.47,4.53,-2.66,0.0,0.0,9.87,9.07,8.67,0.0,0.01,CNY,2012
0672.HK,0.0,-100.0,15.97,6.97,-100.0,14.74,5.43,5.43,0.04,1.32,CNY,2013
0673.HK,-53.82,25.56,18.56,-9.02,0.0,-2.82,0.0,0.0,-4.93,-15.34,HKD,2013
0674.HK,20.62,14.82,-1.58,0.0,0.0,5.37,-7.41,-6.45,0.8,-3.45,HKD,2013
0675.HK,0.0,-100.0,-4.7,-0.91,-100.0,0.99,3.59,3.59,-0.12,3.14,HKD,2013
067630.KS,0.0,21.25,19.56,22.69,9.99,26.91,40.45,33.36,-16.97,-10.17,KRW,2013
0676.HK,0.0,-100.0,-20.76,2.3,-100.0,-3.27,-4.89,-4.89,1.69,-17.17,USD,2013
0677.HK,0.0,-100.0,8.32,7.98,-100.0,3.85,-0.38,-0.38,1.31,3.25,HKD,2014
067830.KS,8.36,-0.0,-4.43,-13.01,-9.05,1.29,5.47,5.47,1.61,3.53,KRW,2013
0678.HK,-0.26,0.01,-3.71,0.0,0.0,8.89,3.2,3.2,0.0,-5.41,USD,2011
067900.KS,0.0,2.07,13.24,18.96,17.05,9.93,11.87,11.63,8.87,5.94,KRW,2013
067990.KS,0.0,4.35,18.13,43.08,0.0,22.4,25.07,24.02,2.9,4.88,KRW,2013
