GrPetYear,pe,shr,rvn,opInm,eps,tAssts,tEqu,bvps,ROtA,5meanROtA,cur,old
SWSDF,10.91,-0.68,1.01,7.64,7.76,2.78,1.43,1.44,0.68,0.53,CHF,2013
SWSOLAR.NS,-4.71,-100.0,-4.29,0.0,-100.0,23.86,16.57,16.57,-27.55,-3.17,INR,2016
SWSS,28.91,-47.86,-100.0,106.88,-183.33,7222.36,8053.26,15446.82,0.48,0.08,USD,2021
SWSSF,86.55,0.36,22.09,23.47,-6.69,16.97,4.22,4.21,1.09,1.42,CAD,2019
SWSSU,69.84,-100.0,-100.0,106.88,-100.0,7222.36,8053.26,8053.26,0.48,0.08,USD,2021
SWSSW,0.11,-100.0,-100.0,106.88,-100.0,7222.36,8053.26,8053.26,0.48,0.08,USD,2021
SWT,0.0,0.0,4.86,6.41,15.0,6.1,6.11,6.11,0.0,0.0,USD,2012
SW.TO,-90.07,2.1,1.96,16.63,0.0,1.83,-0.78,-0.77,0.0,-10.54,USD,2012
SWTQ.SW,31.59,0.01,6.39,-0.74,-0.44,2.7,1.67,1.67,3.2,7.37,CHF,2013
SWTX,-5.57,56.31,-100.0,97.38,26.61,126.46,193.32,123.68,-43.5,-28.75,USD,2018
SWUT.VI,0.0,-100.0,10.26,23.89,-100.0,2.43,25.89,25.89,8.52,6.74,EUR,2013
SWVK.F,-0.03,-100.0,1.71,0.0,-100.0,-9.6,-17.55,-17.55,0.0,0.0,EUR,2007
SWVL,-0.04,0.0,76.2,56.72,100.3,72.81,0.0,0.0,0.0,-173.36,USD,2019
SWX,-6.37,3.83,10.93,17.22,0.0,12.51,8.95,8.62,-13.07,0.99,USD,2013
SWZ,0.0,-100.0,0.0,0.0,-100.0,-20.08,-20.1,-20.1,-23.52,-4.96,USD,2017
SWZCF,18.07,-0.0,-1.0,2.22,-1.41,0.51,7.97,7.97,9.05,9.44,CHF,2019
SXC,7.44,2.09,2.02,3.65,14.31,-3.33,0.55,0.54,6.21,0.95,USD,2013
SX.CN,-8.86,-100.0,-100.0,45.75,-100.0,43.06,65.85,65.85,-28.28,-111.57,CAD,2013
SXCP,0.0,23.75,8.3,1.6,-18.66,11.22,1.27,1.02,0.0,4.14,USD,2014
SXE.AX,10.74,5.12,7.95,-0.28,-6.09,9.11,6.21,5.91,6.57,5.82,AUD,2013
SXI,12.09,-0.58,0.53,3.67,4.11,6.95,6.18,6.22,10.57,7.2,USD,2013
SXI.TO,-4.67,-19.52,-5.17,0.0,39.5,-5.48,-11.75,-14.6,-2.89,-6.84,CAD,2013
SXL.AX,-1.61,11.44,-2.24,-13.14,0.0,-8.84,-12.72,-11.41,-41.83,-5.29,AUD,2013
SX.PA,-476.74,16.57,3.54,25.81,-35.8,7.77,15.86,13.6,0.0,2.19,EUR,2012
SXP.TO,4.91,-1.13,8.67,9.28,11.84,8.34,7.36,7.44,16.01,1.02,CAD,2013
SXS.L,32.24,-1.01,1.11,-0.82,-4.95,4.52,6.09,6.15,9.92,16.91,GBP,2013
SXT,20.63,-1.85,-0.23,1.48,4.3,0.64,-2.39,-2.43,9.11,10.07,USD,2013
SXTC,-0.04,-29.42,-11.82,0.0,0.0,43.93,54.72,77.53,-17.12,-5.42,USD,2017
SXTY.CN,-3.05,30.65,-100.0,-2.25,-20.24,34.82,35.06,26.84,-8.92,-22.13,CAD,2017
SXY.AX,0.0,5.38,6.74,20.23,18.89,7.6,1.75,1.67,0.0,-15.11,AUD,2012
SXYAY,32.17,0.13,8.25,13.06,14.46,10.18,9.92,9.91,16.4,14.84,CHF,2013
SY,-126.82,3.48,71.7,5.57,-10.83,41.27,0.0,0.0,-2.66,1.98,CNY,2016
SY1.DE,0.0,-100.0,10.83,6.92,-100.0,15.01,15.76,15.76,5.73,8.65,EUR,2013
SYA,0.0,-5.43,2.97,2.44,14.64,5.37,2.35,2.49,0.0,0.0,USD,2011
SYA.AX,14.78,47.49,-100.0,0.0,0.0,91.84,0.0,0.0,12.52,-8.96,AUD,2013
SYAB.DE,-51.55,-21.26,21.23,26.77,-100.0,-100.0,24.03,30.52,6.48,5.66,EUR,2015
SYANY,7.89,-2.67,1.62,36.92,32.84,2.16,3.49,3.59,1.06,0.79,DKK,2013
SYBT,11.23,3.33,11.7,-100.0,6.05,13.55,14.24,13.78,1.28,1.56,USD,2013
SYBTP,0.0,5.89,23.81,10.03,6.35,437.17,-15.49,-14.63,0.0,1.69,USD,2010
SYBX,-0.43,58.55,-100.0,29.08,-18.51,18.71,0.0,0.0,-58.52,-36.64,USD,2013
SYCRF,-0.07,7.23,-17.74,-100.0,-40.83,-6.89,0.0,0.0,0.0,-1.82,USD,2009
SYD.AX,0.0,3.92,-5.64,0.0,0.0,0.7,-5.22,-5.02,0.0,4.18,AUD,2012
SYDB.CO,7.93,-2.67,1.62,36.92,32.84,2.16,3.49,3.59,1.06,0.79,DKK,2013
SYF,5.33,-5.84,4.18,-100.0,12.12,6.55,8.93,9.49,2.95,2.86,USD,2013
SYF-PA,0.0,-100.0,4.18,2.99,-100.0,6.55,8.93,8.93,2.95,2.86,USD,2013
SYG.JO,8.15,4.37,21.91,86.21,23.47,24.85,26.7,25.58,0.23,0.15,ZAR,2014
SYIEY,0.0,-100.0,10.83,6.62,-100.0,15.01,15.76,15.76,5.73,8.65,EUR,2013
SYK,42.58,0.0,8.27,9.49,9.92,9.92,6.99,6.99,13.77,19.49,USD,2013
SYK.DE,32.87,-0.24,8.27,9.04,10.05,9.92,6.99,7.0,13.77,19.49,USD,2013
SYKE,38.27,-1.45,4.32,2.72,3.2,5.21,5.05,5.12,0.0,7.13,USD,2011
SYKEE,0.0,-1.09,3.76,12.06,0.0,62.63,4.6,4.65,0.0,7.01,USD,2010
SYM,-18.47,2.2,80.96,9.89,-10.82,67.52,0.0,0.0,-12.32,-1.28,USD,2019
SYM.AX,27.89,4.15,17.74,5.83,-0.27,26.9,35.14,33.74,4.3,12.7,AUD,2013
SYMC,0.0,-2.17,-100.0,-8.19,-32.76,15.52,29.0,29.64,0.0,21.18,USD,2010
SYMC.BK,13.53,3.28,5.79,-2.67,-7.64,7.5,8.66,8.38,3.76,1.91,THB,2013
SYME.L,0.0,-100.0,225.54,102.79,-100.0,79.13,53.76,53.76,-131.27,-199.58,GBP,2019
SYM.L,0.0,-100.0,-1.71,38.23,-100.0,2.99,-3.87,-3.87,-53.23,-8.51,GBP,2013
SYMPHONY.NS,53.17,-100.0,-100.0,-100.0,-100.0,18.01,16.54,16.54,10.4,19.05,INR,2014
SYN,-0.8,69.82,-100.0,6.41,-37.99,17.96,14.58,8.58,-29.67,-52.43,USD,2013
SYNA,17.95,1.94,11.3,14.86,9.04,17.08,10.35,10.16,15.5,-5.34,USD,2013
SYNACT.ST,-17.51,16.34,-100.0,42.18,24.78,29.26,29.3,25.18,-69.57,-138.88,SEK,2017
SYNC,0.0,4.21,-4.94,0.0,0.0,-3.06,-5.08,-4.88,0.0,-14.31,USD,2012
SYNC.L,-1.75,-13.75,0.0,-100.0,0.0,12.53,12.49,14.49,0.15,9.34,GBP,2014
SYNCOMF.NS,35.82,-100.0,4.47,9.17,-100.0,11.66,11.62,11.62,6.31,6.14,INR,2014
SYNCOM.NS,-3.46,0.02,-37.98,0.0,0.0,-25.57,0.0,0.0,0.0,-102.31,INR,2012
SYNE3.SA,-14.96,7.0,4.39,-5.04,0.0,3.0,9.06,8.47,-0.81,2.98,BRL,2013
SYNEX.BK,13.94,0.03,8.49,16.7,15.44,12.32,7.96,7.96,6.17,6.27,THB,2013
SYNGENE.NS,66.09,-100.0,18.61,14.26,-100.0,19.3,20.82,20.82,7.22,9.05,INR,2014
SYNH,29.36,6.22,20.66,32.77,0.0,23.43,32.58,30.67,10.17,4.23,USD,2013
SYN.IC,14.05,-24.59,6.38,0.33,33.2,9.2,2.5,3.31,4.3,-7.12,ISK,2013
SYNL,7.48,4.07,8.09,14.81,14.41,6.69,5.03,4.83,0.0,3.7,USD,2012
SYNSAM.ST,26.46,-0.08,11.91,20.49,0.0,5.73,0.0,0.0,9.92,-5.14,SEK,2018
SYNT,0.0,0.13,9.43,10.2,7.36,5.65,0.0,0.0,0.0,0.0,USD,2008
SYNTEC.BK,-7.49,-0.06,-2.13,0.0,0.0,6.69,8.82,8.82,-4.2,3.89,THB,2013
SYNT.L,-13.5,2.75,10.22,-24.19,0.0,15.06,14.94,14.54,-1.31,8.98,GBP,2013
SYP.DE,71.39,-0.01,11.15,18.34,16.47,8.94,7.87,7.88,18.85,16.56,USD,2013
SYPR,-15.07,1.3,-10.89,-29.69,-15.67,-3.7,-11.07,-10.93,-2.39,-3.67,USD,2013
SYQH,-0.06,-100.0,-100.0,41.79,-3.0,-100.0,106.11,106.11,100.0,-3153.38,USD,2021
SYR.AX,0.0,-100.0,209.93,20.41,-100.0,36.55,32.83,32.83,-4.71,-9.9,AUD,2013
SYRMA.NS,118.45,0.0,22.97,-6.54,-9.54,18.22,12.23,12.23,6.99,9.18,INR,2020
SYRS,-1.84,44.11,-100.0,33.54,-18.36,18.83,9.85,6.84,-20.17,-48.71,USD,2014
SYRSW,0.0,-100.0,-100.0,29.63,-100.0,16.85,5.08,5.08,0.0,-53.85,USD,2014
SYS1.L,21.55,-0.2,1.64,-22.59,-1.27,5.54,1.32,1.33,5.24,7.95,GBP,2013
SYS.AX,0.0,-100.0,-100.0,-17.14,-100.0,-47.83,0.0,0.0,0.0,-4174.33,AUD,2010
SYS.L,0.0,-100.0,28.1,0.0,-100.0,23.47,23.99,23.99,5.27,3.02,GBP,2014
SYSR.ST,28.01,0.0,8.69,8.41,9.45,9.08,10.32,10.32,7.38,5.26,SEK,2013
SYSX,-147.45,273.27,-15.74,20.02,-66.33,-18.87,69.83,18.71,-76.87,-825.84,USD,2016
SYTA,-0.2,137.45,-100.0,64.01,-49.77,43.35,0.0,0.0,-108.56,-168.55,CAD,2013
SYT.AX,67.86,34.32,-100.0,-12.26,-100.0,-100.0,-100.0,-74.45,100.0,-125.56,AUD,2013
SYT.DE,-96.65,4.76,6.18,-47.87,0.0,11.79,12.28,11.72,0.0,5.42,EUR,2012
SYTE,4.01,17.85,5.78,17.05,9.26,-25.36,18.9,16.04,0.0,225.44,USD,2012
SYTEE,0.0,-31.2,-55.31,0.0,-15.86,-44.75,-45.75,-66.51,0.0,-19.45,USD,2010
SYV.DE,-10.04,1.63,0.52,0.0,0.0,3.12,-2.39,-2.36,-12.65,-7.63,USD,2013
SYX,20.16,0.18,-13.21,1.29,1.68,-9.16,-14.86,-14.83,0.0,37.44,USD,2011
SYY,24.09,-1.57,4.96,3.89,5.24,6.4,-13.67,-13.89,8.17,9.05,USD,2013
SYZ.DE,-7.79,0.51,8.1,0.0,0.0,4.61,-0.97,-0.96,-20.78,5.89,EUR,2013
SYZLF,102.81,2.47,1.4,-24.08,-36.04,11.97,-10.66,-10.4,0.0,11.34,CAD,2019
SYZ.TO,101.8,2.09,17.2,12.23,6.75,20.91,14.44,14.14,0.0,28.53,CAD,2012
SZC,4.11,14.54,18.25,-100.0,4.06,9.66,4.34,3.78,0.0,0.0,USD,2017
SZCRF,-15.41,-1.69,2.77,0.0,0.0,5.68,-7.04,-7.16,-0.57,0.46,EUR,2019
SZG.DE,1.96,-0.7,3.46,0.0,0.0,3.62,4.78,4.82,9.92,2.87,EUR,2013
SZGPY,2.01,-0.7,3.46,0.0,0.0,3.62,4.78,4.82,9.92,2.87,EUR,2013
SZKMY,11.15,-1.59,5.21,7.18,10.09,5.31,5.11,5.19,3.96,5.39,JPY,2014
SZL.AX,-73.34,23.79,98.48,37.56,6.27,39.37,-30.75,-24.84,-22.24,-25.08,AUD,2019
SZLMY,10.7,-0.68,1.01,7.64,7.78,2.78,1.43,1.44,0.68,0.53,CHF,2013
SZLSF,-0.26,43.02,201.33,14.85,69.5,-29.09,18.66,13.05,-2099.83,-617.37,USD,2019
SZLS.TO,-0.28,41.9,46.24,4.69,-26.85,-14.9,0.0,0.0,-2099.83,-346.63,USD,2013
SZMK,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,0.0,USD,2015
SZPR.ME,0.0,-53.11,-100.0,-100.0,-100.0,28.43,30.93,65.97,0.0,14.64,RUB,2010
SZSAY,-56.69,2.59,1.67,-5.81,0.0,3.1,0.99,0.97,0.0,1.2,EUR,2011
SZU.DE,7.29,-0.0,2.31,3.38,7.25,1.18,-2.33,-2.33,1.95,1.46,EUR,2014
SZZL,7113.86,575.93,-100.0,147.69,-95.68,3613.55,7955.86,1177.03,-0.16,-0.35,USD,2021
SZZLU,4380.13,-100.0,-100.0,147.69,-100.0,3613.55,7955.86,7955.86,-0.16,-0.35,USD,2021
SZZLW,112.15,-100.0,-100.0,147.69,-100.0,3613.55,7955.86,7955.86,-0.16,-0.35,USD,2021
T,-13.06,3.88,-0.71,0.01,0.0,4.22,0.77,0.74,-3.34,6.09,USD,2013
T1L.DE,-138.17,0.54,3.44,-15.57,-4.54,8.05,13.95,13.87,0.5,6.03,EUR,2013
T3D.AX,-2.48,42.84,-100.0,9.96,-25.98,-7.2,-23.14,-16.2,-233.85,-909.15,AUD,2013
T3T1.DE,13.23,18.62,-2.18,0.0,0.0,-6.59,-14.53,-12.25,9.99,0.05,EUR,2013
T5O.DE,0.0,-100.0,-1.26,9.86,-100.0,12.51,12.47,12.47,0.0,-9.87,EUR,2012
T6A.DE,-121.81,0.06,5.21,-11.21,-22.82,6.38,-0.04,-0.04,1.18,2.68,USD,2013
T7O.IR,0.0,1.83,5.87,7.37,6.64,8.33,11.18,10.98,0.0,4.53,EUR,2011
T7RA.HM,-8.48,-100.0,-100.0,148.98,-100.0,418.94,-100.0,-100.0,0.0,-8.35,EUR,2017
T82U.SI,7.65,2.11,6.91,3.26,0.0,3.87,3.26,3.19,4.07,3.04,SGD,2013
T9Z.DE,5.7,0.01,-0.88,6.08,25.22,0.12,0.83,0.83,5.9,-2.59,EUR,2013
TA,8.84,11.03,3.52,31.72,8.5,12.58,7.54,6.79,4.56,-4.5,USD,2013
TA1.DE,7.07,3.65,1.81,8.59,20.0,0.67,10.09,9.73,11.66,6.68,EUR,2013
TAALA.HE,11.72,1.97,10.18,29.46,20.38,30.15,27.9,27.36,6.86,7.88,EUR,2013
TAAL.CN,-16.62,52.0,-100.0,129.92,51.48,146.35,137.54,90.48,0.0,-29.64,CAD,2014
TAAT.CN,-0.98,54.76,-100.0,4.89,-31.88,1.47,-0.96,-0.62,-154.59,-2636.17,CAD,2013
TABREED.AE,12.84,-2.43,12.56,9.38,7.79,6.97,3.93,4.03,3.82,5.01,AED,2013
TAC,13.42,0.29,2.94,6.67,0.0,1.04,-10.14,-10.11,1.61,-1.79,CAD,2013
TACA,9.63,0.0,-100.0,2525.57,-26350.0,-0.37,-109.23,-109.23,0.0,6.42,USD,2020
TACA-UN,7.67,0.0,-100.0,2525.57,-24214.03,-0.37,-109.23,-109.23,0.0,6.42,USD,2020
TACA-WT,0.0,0.0,-100.0,2525.57,-24214.03,-100.0,-100.0,-100.0,0.0,6447355.52,USD,2020
TACC.BK,12.58,26.08,5.37,20.77,-3.99,19.52,31.29,24.82,19.95,12.23,THB,2014
TACI,-0.1,98.55,-100.0,-30.71,-65.14,-74.39,0.0,0.0,0.0,0.0,USD,2007
TACO,79.72,8.79,4.49,-11.96,0.0,21.7,4.63,4.26,0.0,1.1,USD,2013
TACOW,0.0,-71.5,24.22,0.0,0.0,5.22,-4.84,-16.97,0.0,0.03,USD,2015
TACT,56.72,1.45,-0.38,0.0,0.0,2.81,0.45,0.44,-12.12,6.96,USD,2013
TAE.BK,-38.6,2.51,2.12,0.0,0.0,2.51,4.37,4.26,-2.38,5.73,THB,2013
TAEE11.SA,29.96,0.0,6.37,8.18,5.51,7.33,4.81,4.81,8.44,12.22,BRL,2013
TAEE3.SA,9.96,0.0,6.37,8.18,5.51,7.33,4.81,4.81,8.44,12.22,BRL,2013
TAEE4.SA,10.01,0.0,6.37,8.18,5.51,7.33,4.81,4.81,8.44,12.22,BRL,2013
TAGM-B.ST,6.26,10.59,24.42,0.0,27.76,39.71,52.66,47.62,10.07,0.33,SEK,2013
TAGS,-2.38,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,19.34,19.34,USD,2022
TAH.AX,-21.14,12.73,1.93,0.0,0.0,2.85,7.51,6.66,-14.09,-0.82,AUD,2013
TAH.NZ,0.0,4.99,7.46,-0.75,9.09,36.12,36.43,34.7,39.66,38.5,NZD,2021
TAI.CN,0.0,2.84,-100.0,-10.91,-12.52,-16.39,0.29,0.28,-403.91,-248.13,CAD,2013
TAINWALCHM.NS,35.6,0.01,4.8,0.0,30.45,10.55,10.85,10.85,3.0,5.56,INR,2014
TAIPY,17.13,0.08,-0.68,-6.89,-7.51,3.07,3.15,3.15,1.94,3.8,JPY,2013
TAIT,12.6,-0.63,3.34,0.0,0.0,-1.27,-0.42,-0.42,16.56,10.27,USD,2013
TAJGVK.NS,17.03,-0.01,5.16,19.01,38.52,1.43,3.17,3.17,2.5,3.09,INR,2014
TAK,21.82,-100.0,10.12,15.01,-100.0,13.21,11.07,11.07,4.83,6.72,JPY,2014
TAKE.NS,-5.25,2.2,-14.99,0.0,0.0,-13.99,-15.02,-14.7,-9.62,-0.73,INR,2014
TAKUNI.BK,5.77,5.92,13.65,28.71,20.33,26.82,18.7,17.65,8.24,3.04,THB,2013
TAL,-28.19,3.25,13.99,0.0,0.0,30.59,34.89,33.79,-22.03,1.78,USD,2014
TALBROAUTO.NS,17.02,-0.0,6.54,13.5,12.47,7.36,13.32,13.32,7.95,5.63,INR,2014
TALK,-2.96,127.3,46.31,37.81,-38.38,118.02,0.0,0.0,-51.83,-21.24,USD,2019
TALK.L,0.0,2.05,-1.3,-0.95,14.69,3.88,-0.24,-0.24,0.0,-11.21,GBP,2011
TALK.ST,1.62,-0.12,14.14,34.89,42.37,6.16,0.0,0.0,15.39,-6.5,EUR,2014
TALKW,-142.62,-100.0,46.31,37.81,-100.0,118.02,0.0,0.0,-51.83,-21.24,USD,2019
TALLINK.HE,9.14,1.14,-2.2,-8.41,-12.77,-0.2,-0.96,-0.95,0.84,0.97,EUR,2013
TALO,2.5,6.41,27.02,0.0,0.0,16.68,134.63,126.52,12.49,3.43,USD,2015
TALO+,0.0,0.09,10.56,8.43,-26.98,21.33,72.81,72.75,0.0,7.82,USD,2014
TALS,-1.77,24.86,-100.0,60.85,25.25,66.53,0.0,0.0,-35.48,-28.07,USD,2019
TAL.V,2.16,-100.0,69.54,31.84,-100.0,1.52,5.12,5.12,31.27,2.82,USD,2013
TALWALKARS.NS,0.5,35.57,-0.38,5.66,-24.04,16.17,29.28,21.59,0.0,1.95,INR,2009
TAM.AX,5.76,10.07,-100.0,-24.49,0.0,-5.31,-3.73,-3.39,13.72,28.95,AUD,2013
TAM.L,0.0,-100.0,18.26,23.42,-100.0,23.49,36.86,36.86,33.19,26.96,GBP,2015
TAMO.NS,0.0,1.24,-0.16,0.0,0.0,-100.0,-100.0,-98.77,0.0,0.0,EUR,2015
TAMU.JK,-0.51,0.24,-10.85,0.0,0.0,-8.8,-8.4,-8.38,-7.71,-5.26,USD,2015
TANA.CN,0.0,0.0,-100.0,768.04,739.29,-30.06,-45.48,-45.48,-142.79,-77.34,CAD,2021
TANGI.ST,-0.83,27.98,0.71,14.48,-10.42,9.95,0.0,0.0,0.0,-102.34,SEK,2014
TANH,0.0,-100.0,-1.49,-6.71,-100.0,7.82,11.17,11.17,2.26,-1.3,USD,2013
TAN.L,0.0,-100.0,-100.0,0.0,-100.0,-6.29,-5.83,-5.83,21.55,-106.07,GBP,2013
TANLA.NS,31.89,3.26,47.01,0.0,0.0,16.25,10.83,10.48,24.78,6.32,INR,2014
TANL.ME,0.0,-100.0,-80.03,0.0,-100.0,-100.0,-100.0,-100.0,0.0,-11.75,RUB,2011
TANNI,7.36,0.0,49.6,388.78,0.0,2.99,16.76,16.76,4.56,2.14,USD,2020
TANNL,4.14,-100.0,49.6,278.32,0.0,50.1,16.76,16.76,7.42,2.79,USD,2020
TANNZ,7.35,0.88,11.94,50.61,0.0,-63.93,-65.86,-65.29,4555.56,914.16,USD,2016
TANTIACONS.NS,-10.78,4.79,-20.11,0.0,0.0,-6.6,-0.39,-0.37,-0.36,2.71,INR,2014
TAO.AX,0.0,87.63,-100.0,-21.95,-59.81,-17.12,-15.93,-8.49,0.0,-25.64,AUD,2018
TAOFF,0.0,97.89,-100.0,101.89,1.71,23.01,16.18,8.18,-217.66,-38.7,AUD,2018
TAOP,-13.91,14.63,-11.95,0.0,-51.7,-18.75,-14.53,-12.68,-2.13,-7.82,USD,2013
TAO.V,-25.53,4.74,-100.0,0.0,0.0,-23.83,-23.47,-22.4,-24.51,-15.28,CAD,2013
TAP,-56.41,1.83,10.93,9.63,0.0,5.8,4.36,4.29,-2.4,8.37,USD,2013
TAPA,0.0,1.64,16.64,-1.36,-12.75,9.55,6.22,6.12,0.0,12.77,USD,2010
TAP-A,-56.75,1.87,10.93,9.63,0.0,5.8,4.36,4.28,-2.4,8.37,USD,2013
TAPAC.BK,-7.27,6.68,19.56,15.51,13.88,14.52,11.59,10.86,4.64,2.59,THB,2013
TAP.AX,0.0,8.41,-1.95,0.0,0.0,-10.5,-12.57,-11.59,0.0,19.95,AUD,2010
TAPG.JK,4.75,0.0,20.04,18.94,24.9,5.07,14.2,14.2,20.63,7.04,IDR,2017
TA-PH.TO,0.0,-100.0,2.94,6.67,-100.0,1.04,-10.14,-10.14,1.61,-1.05,CAD,2013
TAPM,-0.56,18.33,60.23,71.23,39.21,55.77,48.37,40.87,0.0,-245.76,USD,2007
TARA,-0.41,86.6,-100.0,31.33,-22.36,3.69,2.7,1.45,-57.21,-84.17,USD,2014
TARA.JK,-39.88,5.9,-33.75,0.0,0.0,1.21,6.18,5.84,-0.29,0.07,IDR,2013
TARAPUR.NS,1.28,0.0,-30.67,0.0,0.0,-6.57,-20.71,-20.71,10.3,-15.22,INR,2013
TAR.AX,-5.12,69.63,-100.0,11.95,-31.24,1.07,1.23,0.73,-12.5,-298.53,AUD,2013
TARC.NS,97.6,-0.04,38.91,26.26,-27.36,-1.79,-4.62,-4.62,-6.05,-1.42,INR,2020
TARMAT.NS,19.31,12.36,3.51,0.0,0.0,1.19,9.43,8.39,2.22,1.3,INR,2014
TARO,53.81,-1.8,-3.08,-29.84,-24.11,5.81,6.1,6.22,2.61,5.5,USD,2014
TARS,-7.15,54.82,-100.0,161.07,69.15,212.51,0.0,0.0,-27.25,-22.76,USD,2018
TARSF,-9.92,49.95,-100.0,0.0,-24.06,1.23,0.6,0.4,-47.59,-27.4,CAD,2013
TARSONS.NS,38.68,-0.3,12.37,16.47,18.67,36.03,43.23,43.36,17.04,17.53,INR,2019
TAR.WA,5.86,-100.0,15.29,25.36,-100.0,16.83,16.65,16.65,7.94,5.94,PLN,2013
TASA3.SA,5.28,12.73,13.58,0.0,0.0,7.53,24.17,21.44,24.18,3.73,BRL,2013
TASA4.SA,5.31,12.73,13.58,0.0,0.0,7.53,24.17,21.44,24.18,3.73,BRL,2013
TAS.AX,-0.51,11.04,17.84,14.28,0.0,5.82,0.69,0.62,-23.85,-23.7,AUD,2013
TASB.ME,2.79,-100.0,7.63,0.0,-100.0,11.68,13.44,13.44,0.0,3.48,RUB,2012
TASCO.BK,8.87,0.35,-0.18,16.06,11.79,2.92,13.38,13.34,9.15,6.21,THB,2013
TASK,26.97,1.79,38.74,31.54,5.42,13.89,15.27,15.0,8.57,6.36,USD,2019
TASR,0.0,-0.45,22.27,2.46,0.0,-43.6,-44.98,-45.18,0.0,3.89,USD,2010
TAST,-4.78,9.01,11.24,50.05,11.01,19.26,7.73,7.09,-6.52,0.21,USD,2013
TAST.L,-0.37,13.44,7.38,0.0,0.0,11.04,0.0,0.0,-14.42,-27.35,GBP,2013
TASTYBITE.NS,116.31,0.0,14.76,23.63,24.12,17.4,24.25,24.25,2.82,11.38,INR,2014
TAT,0.0,6.51,-2.62,0.0,-29.42,-12.88,-32.89,-30.88,0.0,-3.93,USD,2010
TATACHEM.NS,11.14,-100.0,2.62,10.64,-100.0,6.32,15.09,15.09,5.66,7.79,INR,2014
TATACOFFEE.NS,14.36,-100.0,6.07,2.9,-100.0,6.48,11.15,11.15,10.34,7.56,INR,2014
TATACOMM.NS,24.38,-0.0,-1.05,9.7,37.62,-2.1,7.39,7.39,8.38,1.42,INR,2014
TATACONSUM.NS,64.9,4.57,6.69,13.56,5.9,9.7,12.04,11.52,8.98,7.26,INR,2014
TATAELXSI.NS,62.14,0.0,16.84,24.37,29.79,24.36,27.41,27.41,25.77,24.73,INR,2014
TATAINVEST.NS,46.55,-0.94,3.89,-100.0,4.39,28.08,27.81,28.07,1.04,5.22,INR,2014
TATAMETALI.NS,31.41,2.5,9.63,8.19,23.74,14.6,0.0,0.0,9.42,11.89,INR,2014
TATAMOTORS.NS,-38.35,-100.0,4.43,5.26,-100.0,-13.1,-10.78,-10.78,-3.38,-0.91,INR,2014
TATAMTRDVR.NS,-20.04,1.87,4.43,5.26,-18.64,-13.1,-10.78,-10.59,-3.38,-0.91,INR,2014
TATAPOWER.NS,22.01,2.5,4.96,7.81,0.0,6.73,8.42,8.22,2.42,2.63,INR,2014
TATASTEEL.NS,16.23,2.59,5.56,11.67,7.62,5.92,10.25,9.99,13.26,5.9,INR,2014
TATASTLBSL.NS,3.72,38.53,8.76,5.82,-7.55,1.07,11.39,8.22,0.0,-42.21,INR,2012
TATASTLLP.NS,-1.33,-100.0,31.17,0.0,-100.0,42.29,3.19,3.19,1.03,5.34,INR,2014
TATE.L,109.8,-100.0,-6.31,-5.46,-100.0,-0.09,1.4,1.4,1.71,9.68,GBP,2014
TATN.ME,4.34,-0.85,12.34,11.26,11.78,10.13,9.06,9.14,0.0,16.54,RUB,2012
TATNP.ME,3.84,-0.85,12.34,11.26,11.78,10.13,9.06,9.14,0.0,16.54,RUB,2012
TA.TO,13.43,0.29,2.94,6.67,0.0,1.04,-10.14,-10.11,1.61,-1.79,CAD,2013
TATT,131.03,0.13,0.68,-17.23,0.0,1.69,-1.37,-1.37,-1.4,-3.3,USD,2013
TATT.TA,132.17,0.13,0.68,-17.23,0.0,1.69,-1.37,-1.37,-1.4,-3.3,USD,2013
TATVA.NS,86.26,2.49,20.27,15.37,19.01,41.72,59.42,57.97,12.86,12.67,INR,2019
TATYY,0.0,-100.0,-6.31,-5.46,-100.0,-0.09,1.4,1.4,1.71,9.68,GBP,2014
TAUG,-0.0,80.05,-100.0,-5.87,-49.55,15.73,0.0,0.0,0.0,-74.8,USD,2012
TAUR.CN,-7.2,0.0,-100.0,-37.18,-54.76,-3.95,-9.67,-9.67,-8.65,-13.59,CAD,2021
TAVHL.IS,13.18,-0.05,0.27,0.41,-0.94,7.34,8.18,8.18,5.12,8.35,EUR,2013
TAVI.L,1.22,71.68,57.75,22.14,0.0,44.32,42.49,24.75,70.35,3.62,GBP,2013
TAX,0.0,-0.32,-1.78,0.0,0.0,-0.96,4.03,4.04,0.0,-0.15,USD,2013
TAXI.JK,-38.02,18.91,-45.43,0.0,0.0,-31.27,-24.62,-20.71,-20.39,-28.81,IDR,2013
TAYD,15.87,0.46,2.49,-3.68,-2.03,7.52,7.98,7.95,4.55,2.65,USD,2013
TAYN.PA,0.0,-100.0,-100.0,-1.22,-100.0,-0.44,-0.44,-0.44,0.42,-0.42,EUR,2013
TBA,0.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,0.0,USD,2020
TBB,-19.39,0.0,-0.71,0.01,0.0,4.22,0.77,0.77,-3.34,6.09,USD,2013
TBBA,2.84,0.0,34.24,85.78,0.0,0.24,32.93,32.93,0.0,0.51,USD,2019
